,epoch,condition,win,wname,item,rt,channel,mean,subj
0,0,correct/unrelated,-200..0,baseline,64,458,F7,5.345273257809846,6
1,0,correct/unrelated,-200..0,baseline,64,458,F5,6.997698444427307,6
2,0,correct/unrelated,-200..0,baseline,64,458,F3,8.809061766702225,6
3,0,correct/unrelated,-200..0,baseline,64,458,F1,9.181054364883646,6
4,0,correct/unrelated,-200..0,baseline,64,458,Fz,9.320734638305394,6
5,0,correct/unrelated,-200..0,baseline,64,458,F2,10.51206524399115,6
6,0,correct/unrelated,-200..0,baseline,64,458,F4,11.913428923134278,6
7,0,correct/unrelated,-200..0,baseline,64,458,F6,12.908513349704798,6
8,0,correct/unrelated,-200..0,baseline,64,458,F8,10.879270296296488,6
9,0,correct/unrelated,-200..0,baseline,64,458,FT7,1.3371132667437742,6
10,0,correct/unrelated,-200..0,baseline,64,458,FC5,5.200165917843921,6
11,0,correct/unrelated,-200..0,baseline,64,458,FC3,4.909498367931555,6
12,0,correct/unrelated,-200..0,baseline,64,458,FC1,5.733468370071637,6
13,0,correct/unrelated,-200..0,baseline,64,458,FCz,6.0547578452554935,6
14,0,correct/unrelated,-200..0,baseline,64,458,FC2,3.538903750117659,6
15,0,correct/unrelated,-200..0,baseline,64,458,FC4,8.315788828459107,6
16,0,correct/unrelated,-200..0,baseline,64,458,FC6,6.867786562875583,6
17,0,correct/unrelated,-200..0,baseline,64,458,FT8,5.761275116891862,6
18,0,correct/unrelated,-200..0,baseline,64,458,T7,0.33995452821234257,6
19,0,correct/unrelated,-200..0,baseline,64,458,C5,2.129498184133612,6
20,0,correct/unrelated,-200..0,baseline,64,458,C3,5.080367032440892,6
21,0,correct/unrelated,-200..0,baseline,64,458,C1,5.7430709616880655,6
22,0,correct/unrelated,-200..0,baseline,64,458,Cz,3.01078012799384,6
23,0,correct/unrelated,-200..0,baseline,64,458,C2,5.399380703924601,6
24,0,correct/unrelated,-200..0,baseline,64,458,C4,5.039864316651209,6
25,0,correct/unrelated,-200..0,baseline,64,458,C6,4.29467670983962,6
