,epoch,condition,win,wname,item,rt,channel,mean,subj
0,0,incorrect/related,-200..0,baseline,19,684,F7,2.999547846897236,4
1,0,incorrect/related,-200..0,baseline,19,684,F5,1.343611977385308,4
2,0,incorrect/related,-200..0,baseline,19,684,F3,1.3837935483482477,4
3,0,incorrect/related,-200..0,baseline,19,684,F1,2.4678219106954637,4
4,0,incorrect/related,-200..0,baseline,19,684,Fz,1.8354369396172832,4
5,0,incorrect/related,-200..0,baseline,19,684,F2,0.8065545089403481,4
6,0,incorrect/related,-200..0,baseline,19,684,F4,2.1789185230227943,4
7,0,incorrect/related,-200..0,baseline,19,684,F6,2.677817132542007,4
8,0,incorrect/related,-200..0,baseline,19,684,F8,4.055635478020563,4
9,0,incorrect/related,-200..0,baseline,19,684,FT7,1.6903743668017965,4
10,0,incorrect/related,-200..0,baseline,19,684,FC5,1.2366839282481705,4
11,0,incorrect/related,-200..0,baseline,19,684,FC3,-0.41664208377010764,4
12,0,incorrect/related,-200..0,baseline,19,684,FC1,0.047594109276463514,4
13,0,incorrect/related,-200..0,baseline,19,684,FCz,1.2114179246702583,4
14,0,incorrect/related,-200..0,baseline,19,684,FC2,0.005947669721223134,4
15,0,incorrect/related,-200..0,baseline,19,684,FC4,0.10529347398560203,4
16,0,incorrect/related,-200..0,baseline,19,684,FC6,2.859514290280187,4
17,0,incorrect/related,-200..0,baseline,19,684,FT8,2.2924900601343468,4
18,0,incorrect/related,-200..0,baseline,19,684,T7,1.190170303440684,4
19,0,incorrect/related,-200..0,baseline,19,684,C5,0.3420186007925752,4
20,0,incorrect/related,-200..0,baseline,19,684,C3,-1.01111441152215,4
21,0,incorrect/related,-200..0,baseline,19,684,C1,-1.0747671672706374,4
22,0,incorrect/related,-200..0,baseline,19,684,Cz,-0.10586953954416611,4
23,0,incorrect/related,-200..0,baseline,19,684,C2,-2.2812754714919246,4
24,0,incorrect/related,-200..0,baseline,19,684,C4,-1.2189123036317024,4
25,0,incorrect/related,-200..0,baseline,19,684,C6,-1.1137821414133608,4
26,0,incorrect/related,-200..0,baseline,19,684,T8,-0.9306837762215475,4
27,0,incorrect/related,-200..0,baseline,19,684,CP5,-1.1960707311940109,4
