,epoch,condition,win,wname,item,rt,channel,mean,subj
0,0,correct/antonym,-200..0,baseline,61,1382,F7,8.577478802786475,7
1,0,correct/antonym,-200..0,baseline,61,1382,F5,-0.6311856918164107,7
2,0,correct/antonym,-200..0,baseline,61,1382,F3,-1.308452353412496,7
3,0,correct/antonym,-200..0,baseline,61,1382,F1,1.611054393201285,7
4,0,correct/antonym,-200..0,baseline,61,1382,Fz,2.380756988096687,7
5,0,correct/antonym,-200..0,baseline,61,1382,F2,1.9168851982440793,7
6,0,correct/antonym,-200..0,baseline,61,1382,F4,0.18959519526683757,7
7,0,correct/antonym,-200..0,baseline,61,1382,F6,4.480933132952174,7
8,0,correct/antonym,-200..0,baseline,61,1382,F8,3.45977933946089,7
9,0,correct/antonym,-200..0,baseline,61,1382,FT7,2.62594107082131,7
10,0,correct/antonym,-200..0,baseline,61,1382,FC5,-0.9874399188496802,7
11,0,correct/antonym,-200..0,baseline,61,1382,FC3,-1.612625055293664,7
12,0,correct/antonym,-200..0,baseline,61,1382,FC1,-1.8124605716676383,7
13,0,correct/antonym,-200..0,baseline,61,1382,FCz,-0.9437798320268,7
14,0,correct/antonym,-200..0,baseline,61,1382,FC2,1.3230464985000137,7
15,0,correct/antonym,-200..0,baseline,61,1382,FC4,0.47926664004143815,7
16,0,correct/antonym,-200..0,baseline,61,1382,FC6,2.0256064978505552,7
17,0,correct/antonym,-200..0,baseline,61,1382,FT8,3.9769843962951703,7
18,0,correct/antonym,-200..0,baseline,61,1382,T7,1.7714944427286676,7
19,0,correct/antonym,-200..0,baseline,61,1382,C5,-2.116729583429668,7
20,0,correct/antonym,-200..0,baseline,61,1382,C3,-3.2088475764710456,7
21,0,correct/antonym,-200..0,baseline,61,1382,C1,-4.824456085217415,7
22,0,correct/antonym,-200..0,baseline,61,1382,Cz,-3.397373817650079,7
23,0,correct/antonym,-200..0,baseline,61,1382,C2,-0.8930456916140392,7
24,0,correct/antonym,-200..0,baseline,61,1382,C4,-0.3900574373403395,7
25,0,correct/antonym,-200..0,baseline,61,1382,C6,0.38012194403238403,7
26,0,correct/antonym,-200..0,baseline,61,1382,T8,0.5652882248691589,7
27,0,correct/antonym,-200..0,baseline,61,1382,CP5,-2.638338463616013,7
28,0,correct/antonym,-200..0,baseline,61,1382,CP3,-4.461412813295774,7
29,0,correct/antonym,-200..0,baseline,61,1382,CP1,-5.812826172976514,7
30,0,correct/antonym,-200..0,baseline,61,1382,CPz,-3.8143827382940168,7
31,0,correct/antonym,-200..0,baseline,61,1382,CP2,-3.262920156505399,7
32,0,correct/antonym,-200..0,baseline,61,1382,CP4,-1.9139728320753466,7
33,0,correct/antonym,-200..0,baseline,61,1382,CP6,1.3016838413568845,7
34,0,correct/antonym,-200..0,baseline,61,1382,P5,-2.7738275868030415,7
35,0,correct/antonym,-200..0,baseline,61,1382,P3,-5.3639310678066865,7
36,0,correct/antonym,-200..0,baseline,61,1382,P1,-5.062363752483961,7
37,0,correct/antonym,-200..0,baseline,61,1382,Pz,-4.803272515824882,7
38,0,correct/antonym,-200..0,baseline,61,1382,P2,-3.860491193407103,7
39,0,correct/antonym,-200..0,baseline,61,1382,P4,-4.044522022693448,7
40,0,correct/antonym,-200..0,baseline,61,1382,P6,-3.020997279586285,7
41,0,correct/antonym,-200..0,baseline,61,1382,P8,-1.7110525798880196,7
42,0,correct/antonym,-200..0,baseline,61,1382,PO3,-3.9588005093532046,7
43,0,correct/antonym,-200..0,baseline,61,1382,POz,-7.081330222211752,7
44,0,correct/antonym,-200..0,baseline,61,1382,PO4,-6.329813270889603,7
45,0,correct/antonym,-200..0,baseline,61,1382,Oz,-1.412911103191829,7
46,1,correct/antonym,-200..0,baseline,76,708,F7,7.186542901190558,7
47,1,correct/antonym,-200..0,baseline,76,708,F5,4.135733451022742,7
48,1,correct/antonym,-200..0,baseline,76,708,F3,3.5091664240491567,7
49,1,correct/antonym,-200..0,baseline,76,708,F1,7.608367853816024,7
50,1,correct/antonym,-200..0,baseline,76,708,Fz,5.140662467850766,7
51,1,correct/antonym,-200..0,baseline,76,708,F2,3.023029190193839,7
52,1,correct/antonym,-200..0,baseline,76,708,F4,-0.06532021714235256,7
53,1,correct/antonym,-200..0,baseline,76,708,F6,-2.297552981687418,7
54,1,correct/antonym,-200..0,baseline,76,708,F8,-4.251693082277962,7
55,1,correct/antonym,-200..0,baseline,76,708,FT7,5.812025619975982,7
56,1,correct/antonym,-200..0,baseline,76,708,FC5,4.761378535748965,7
57,1,correct/antonym,-200..0,baseline,76,708,FC3,4.041169150497127,7
58,1,correct/antonym,-200..0,baseline,76,708,FC1,4.579175258489509,7
59,1,correct/antonym,-200..0,baseline,76,708,FCz,3.272796798443777,7
60,1,correct/antonym,-200..0,baseline,76,708,FC2,3.529612455577015,7
61,1,correct/antonym,-200..0,baseline,76,708,FC4,4.328439875248766,7
62,1,correct/antonym,-200..0,baseline,76,708,FC6,-0.1971203560082028,7
63,1,correct/antonym,-200..0,baseline,76,708,FT8,-2.975392894250376,7
64,1,correct/antonym,-200..0,baseline,76,708,T7,5.522714241330965,7
65,1,correct/antonym,-200..0,baseline,76,708,C5,4.235176209482252,7
66,1,correct/antonym,-200..0,baseline,76,708,C3,4.317724216405095,7
67,1,correct/antonym,-200..0,baseline,76,708,C1,2.485421702383931,7
68,1,correct/antonym,-200..0,baseline,76,708,Cz,5.161299777340476,7
69,1,correct/antonym,-200..0,baseline,76,708,C2,4.719046209135363,7
70,1,correct/antonym,-200..0,baseline,76,708,C4,0.9199101658262079,7
71,1,correct/antonym,-200..0,baseline,76,708,C6,-0.15363784184316326,7
72,1,correct/antonym,-200..0,baseline,76,708,T8,-1.6417836845589528,7
73,1,correct/antonym,-200..0,baseline,76,708,CP5,3.0749960839224313,7
74,1,correct/antonym,-200..0,baseline,76,708,CP3,2.9339294703952357,7
75,1,correct/antonym,-200..0,baseline,76,708,CP1,3.2062989625949774,7
76,1,correct/antonym,-200..0,baseline,76,708,CPz,5.070940190681838,7
77,1,correct/antonym,-200..0,baseline,76,708,CP2,3.590624352393863,7
78,1,correct/antonym,-200..0,baseline,76,708,CP4,1.4767666043463208,7
79,1,correct/antonym,-200..0,baseline,76,708,CP6,-0.4304469991332966,7
80,1,correct/antonym,-200..0,baseline,76,708,P5,3.258232139054927,7
81,1,correct/antonym,-200..0,baseline,76,708,P3,2.993112245391585,7
82,1,correct/antonym,-200..0,baseline,76,708,P1,2.8070542291063374,7
83,1,correct/antonym,-200..0,baseline,76,708,Pz,2.768994682806545,7
84,1,correct/antonym,-200..0,baseline,76,708,P2,3.1486500683967185,7
85,1,correct/antonym,-200..0,baseline,76,708,P4,0.5342772882332399,7
86,1,correct/antonym,-200..0,baseline,76,708,P6,0.46052920517624935,7
87,1,correct/antonym,-200..0,baseline,76,708,P8,-0.1116846514729543,7
88,1,correct/antonym,-200..0,baseline,76,708,PO3,2.1691338064527934,7
89,1,correct/antonym,-200..0,baseline,76,708,POz,-0.22815417005136956,7
90,1,correct/antonym,-200..0,baseline,76,708,PO4,0.22893352604556622,7
91,1,correct/antonym,-200..0,baseline,76,708,Oz,-0.014294472726153903,7
92,2,incorrect/antonym,-200..0,baseline,80,638,F7,9.19012615556527,7
93,2,incorrect/antonym,-200..0,baseline,80,638,F5,3.7041191887597362,7
94,2,incorrect/antonym,-200..0,baseline,80,638,F3,0.25010007600598033,7
95,2,incorrect/antonym,-200..0,baseline,80,638,F1,-1.5771892812096444,7
96,2,incorrect/antonym,-200..0,baseline,80,638,Fz,-1.1608359949466311,7
97,2,incorrect/antonym,-200..0,baseline,80,638,F2,-1.1574266159037798,7
98,2,incorrect/antonym,-200..0,baseline,80,638,F4,0.5817024937199445,7
99,2,incorrect/antonym,-200..0,baseline,80,638,F6,2.2623558846321705,7
100,2,incorrect/antonym,-200..0,baseline,80,638,F8,1.1399998118036023,7
101,2,incorrect/antonym,-200..0,baseline,80,638,FT7,1.3653716759317902,7
102,2,incorrect/antonym,-200..0,baseline,80,638,FC5,0.4578870779828014,7
103,2,incorrect/antonym,-200..0,baseline,80,638,FC3,-1.6323552965935204,7
104,2,incorrect/antonym,-200..0,baseline,80,638,FC1,-0.3396916001086383,7
105,2,incorrect/antonym,-200..0,baseline,80,638,FCz,-0.8502739414676054,7
106,2,incorrect/antonym,-200..0,baseline,80,638,FC2,-0.8439170807556746,7
107,2,incorrect/antonym,-200..0,baseline,80,638,FC4,-0.5003985183026222,7
108,2,incorrect/antonym,-200..0,baseline,80,638,FC6,-1.5406100300715373,7
109,2,incorrect/antonym,-200..0,baseline,80,638,FT8,-1.5639957476429973,7
110,2,incorrect/antonym,-200..0,baseline,80,638,T7,-1.371239149641083,7
111,2,incorrect/antonym,-200..0,baseline,80,638,C5,-2.407253804244202,7
112,2,incorrect/antonym,-200..0,baseline,80,638,C3,-2.290654037419444,7
113,2,incorrect/antonym,-200..0,baseline,80,638,C1,-0.5405590082022882,7
114,2,incorrect/antonym,-200..0,baseline,80,638,Cz,0.13824542085196095,7
115,2,incorrect/antonym,-200..0,baseline,80,638,C2,-0.09235956697544283,7
116,2,incorrect/antonym,-200..0,baseline,80,638,C4,-0.19538016521964788,7
117,2,incorrect/antonym,-200..0,baseline,80,638,C6,-2.7651486951756867,7
118,2,incorrect/antonym,-200..0,baseline,80,638,T8,-4.294087975303204,7
119,2,incorrect/antonym,-200..0,baseline,80,638,CP5,-2.4460868092964927,7
120,2,incorrect/antonym,-200..0,baseline,80,638,CP3,-2.7779964174308507,7
121,2,incorrect/antonym,-200..0,baseline,80,638,CP1,0.29162426593287977,7
122,2,incorrect/antonym,-200..0,baseline,80,638,CPz,-0.24792449368185876,7
123,2,incorrect/antonym,-200..0,baseline,80,638,CP2,-0.8134189668923938,7
124,2,incorrect/antonym,-200..0,baseline,80,638,CP4,-1.9375041521615652,7
125,2,incorrect/antonym,-200..0,baseline,80,638,CP6,-5.308231597693951,7
126,2,incorrect/antonym,-200..0,baseline,80,638,P5,-2.9360613050763082,7
127,2,incorrect/antonym,-200..0,baseline,80,638,P3,-3.639966514596131,7
128,2,incorrect/antonym,-200..0,baseline,80,638,P1,-2.845784061931367,7
129,2,incorrect/antonym,-200..0,baseline,80,638,Pz,-2.730777899768525,7
130,2,incorrect/antonym,-200..0,baseline,80,638,P2,-2.5434622501832305,7
131,2,incorrect/antonym,-200..0,baseline,80,638,P4,-3.3315562383389485,7
132,2,incorrect/antonym,-200..0,baseline,80,638,P6,-4.376756113248589,7
