,epoch,condition,win,wname,item,rt,channel,mean,subj
0,0,correct/related,-200..0,baseline,26,550,F7,2.4666679901274002,1
1,0,correct/related,-200..0,baseline,26,550,F5,-0.33161216136215504,1
2,0,correct/related,-200..0,baseline,26,550,F3,-2.7259471518030596,1
3,0,correct/related,-200..0,baseline,26,550,F1,-3.4373941123239398,1
4,0,correct/related,-200..0,baseline,26,550,Fz,-3.246812251127027,1
5,0,correct/related,-200..0,baseline,26,550,F2,-4.742015560218333,1
6,0,correct/related,-200..0,baseline,26,550,F4,-3.24309047010561,1
7,0,correct/related,-200..0,baseline,26,550,F6,-1.5735844697763994,1
8,0,correct/related,-200..0,baseline,26,550,F8,0.17818712689993652,1
9,0,correct/related,-200..0,baseline,26,550,FT7,0.562392918447032,1
10,0,correct/related,-200..0,baseline,26,550,FC5,0.23199640238864522,1
11,0,correct/related,-200..0,baseline,26,550,FC3,-2.4447013258252235,1
12,0,correct/related,-200..0,baseline,26,550,FC1,-4.6720608308707385,1
13,0,correct/related,-200..0,baseline,26,550,FCz,-6.960516228140132,1
14,0,correct/related,-200..0,baseline,26,550,FC2,-6.5100567959204145,1
15,0,correct/related,-200..0,baseline,26,550,FC4,-5.647819683304749,1
16,0,correct/related,-200..0,baseline,26,550,FC6,-2.448347871278861,1
17,0,correct/related,-200..0,baseline,26,550,FT8,-2.4795373526397912,1
18,0,correct/related,-200..0,baseline,26,550,T7,-0.44942300693481907,1
19,0,correct/related,-200..0,baseline,26,550,C5,0.02013435679580506,1
20,0,correct/related,-200..0,baseline,26,550,C3,-3.1100079523084285,1
21,0,correct/related,-200..0,baseline,26,550,C1,-0.8166644424852441,1
22,0,correct/related,-200..0,baseline,26,550,Cz,-4.070547951414006,1
23,0,correct/related,-200..0,baseline,26,550,C2,-3.171697285619806,1
24,0,correct/related,-200..0,baseline,26,550,C4,-6.301842592307969,1
25,0,correct/related,-200..0,baseline,26,550,C6,-6.199867185704972,1
26,0,correct/related,-200..0,baseline,26,550,T8,-4.097045370163895,1
27,0,correct/related,-200..0,baseline,26,550,CP5,-3.038420273702004,1
28,0,correct/related,-200..0,baseline,26,550,CP3,-3.022005411383609,1
29,0,correct/related,-200..0,baseline,26,550,CP1,-1.9196185343154544,1
30,0,correct/related,-200..0,baseline,26,550,CPz,-1.6253549421481184,1
31,0,correct/related,-200..0,baseline,26,550,CP2,-2.00059424455714,1
32,0,correct/related,-200..0,baseline,26,550,CP4,-5.223041359530459,1
33,0,correct/related,-200..0,baseline,26,550,CP6,-7.103464314803814,1
34,0,correct/related,-200..0,baseline,26,550,P5,-5.716460146424516,1
35,0,correct/related,-200..0,baseline,26,550,P3,-2.366229549488019,1
36,0,correct/related,-200..0,baseline,26,550,P1,-1.4458949804583527,1
37,0,correct/related,-200..0,baseline,26,550,Pz,-0.8744068385861605,1
38,0,correct/related,-200..0,baseline,26,550,P2,-3.2956731653225306,1
39,0,correct/related,-200..0,baseline,26,550,P4,-4.518312711453423,1
40,0,correct/related,-200..0,baseline,26,550,P6,-5.549566190275677,1
41,0,correct/related,-200..0,baseline,26,550,P8,-6.589373336409735,1
42,0,correct/related,-200..0,baseline,26,550,PO3,-2.2842947646829432,1
43,0,correct/related,-200..0,baseline,26,550,POz,0.3697907026900511,1
44,0,correct/related,-200..0,baseline,26,550,PO4,-1.9776344298477084,1
45,0,correct/related,-200..0,baseline,26,550,Oz,-2.0358594624435837,1
46,1,correct/unrelated,-200..0,baseline,79,338,F7,-4.3435509928270575,1
47,1,correct/unrelated,-200..0,baseline,79,338,F5,-4.816976089549889,1
48,1,correct/unrelated,-200..0,baseline,79,338,F3,-3.6879662257938226,1
49,1,correct/unrelated,-200..0,baseline,79,338,F1,-3.4454432264159696,1
50,1,correct/unrelated,-200..0,baseline,79,338,Fz,-4.0137917813704656,1
51,1,correct/unrelated,-200..0,baseline,79,338,F2,-2.584181739814961,1
52,1,correct/unrelated,-200..0,baseline,79,338,F4,-1.4796844972065522,1
53,1,correct/unrelated,-200..0,baseline,79,338,F6,-0.6330617068810049,1
54,1,correct/unrelated,-200..0,baseline,79,338,F8,1.2713019451236567,1
55,1,correct/unrelated,-200..0,baseline,79,338,FT7,-3.4092589667485624,1
