,epoch,condition,win,wname,item,rt,channel,mean,subj
0,0,correct/related,-200..0,baseline,16,424,F7,-6.764869513579967,20
1,0,correct/related,-200..0,baseline,16,424,F5,-9.657438974274356,20
2,0,correct/related,-200..0,baseline,16,424,F3,-14.648084330959286,20
3,0,correct/related,-200..0,baseline,16,424,F1,-12.826079210233349,20
4,0,correct/related,-200..0,baseline,16,424,Fz,-12.265624373108931,20
5,0,correct/related,-200..0,baseline,16,424,F2,-11.869525317569984,20
6,0,correct/related,-200..0,baseline,16,424,F4,-12.94077008684593,20
7,0,correct/related,-200..0,baseline,16,424,F6,-9.32810759304715,20
8,0,correct/related,-200..0,baseline,16,424,F8,-5.638045483095281,20
9,0,correct/related,-200..0,baseline,16,424,FT7,-4.63456029015149,20
10,0,correct/related,-200..0,baseline,16,424,FC5,-11.956679791452242,20
11,0,correct/related,-200..0,baseline,16,424,FC3,-13.348480779210151,20
12,0,correct/related,-200..0,baseline,16,424,FC1,-15.83758240177686,20
13,0,correct/related,-200..0,baseline,16,424,FCz,-14.064071878949536,20
14,0,correct/related,-200..0,baseline,16,424,FC2,-13.542524802254691,20
15,0,correct/related,-200..0,baseline,16,424,FC4,-11.132058258227591,20
16,0,correct/related,-200..0,baseline,16,424,FC6,-10.009173915628894,20
17,0,correct/related,-200..0,baseline,16,424,FT8,-7.17270124961068,20
18,0,correct/related,-200..0,baseline,16,424,T7,-9.56710047982819,20
19,0,correct/related,-200..0,baseline,16,424,C5,-12.587566901626905,20
20,0,correct/related,-200..0,baseline,16,424,C3,-15.197776322064811,20
21,0,correct/related,-200..0,baseline,16,424,C1,-9.323071889462607,20
22,0,correct/related,-200..0,baseline,16,424,Cz,-12.518744908403209,20
23,0,correct/related,-200..0,baseline,16,424,C2,-11.219798758416866,20
24,0,correct/related,-200..0,baseline,16,424,C4,-12.30782968730182,20
25,0,correct/related,-200..0,baseline,16,424,C6,-10.817697179418063,20
26,0,correct/related,-200..0,baseline,16,424,T8,-6.5240788489197294,20
27,0,correct/related,-200..0,baseline,16,424,CP5,-14.663736658913255,20
28,0,correct/related,-200..0,baseline,16,424,CP3,-13.922823030159789,20
29,0,correct/related,-200..0,baseline,16,424,CP1,-11.155321168246289,20
30,0,correct/related,-200..0,baseline,16,424,CPz,-10.85087063091991,20
31,0,correct/related,-200..0,baseline,16,424,CP2,-10.643439747246964,20
32,0,correct/related,-200..0,baseline,16,424,CP4,-12.466498775500055,20
33,0,correct/related,-200..0,baseline,16,424,CP6,-8.578449748853725,20
34,0,correct/related,-200..0,baseline,16,424,P5,-6.962319274882581,20
35,0,correct/related,-200..0,baseline,16,424,P3,-13.442066306926325,20
36,0,correct/related,-200..0,baseline,16,424,P1,-13.86810411749464,20
37,0,correct/related,-200..0,baseline,16,424,Pz,-9.066534071814287,20
38,0,correct/related,-200..0,baseline,16,424,P2,-10.80007423112777,20
39,0,correct/related,-200..0,baseline,16,424,P4,-10.46227613833038,20
40,0,correct/related,-200..0,baseline,16,424,P6,-6.216536384115001,20
41,0,correct/related,-200..0,baseline,16,424,P8,-1.5479356984801325,20
42,0,correct/related,-200..0,baseline,16,424,PO3,-6.343497964747822,20
43,0,correct/related,-200..0,baseline,16,424,POz,-6.958430547176454,20
44,0,correct/related,-200..0,baseline,16,424,PO4,-5.880781747137525,20
45,0,correct/related,-200..0,baseline,16,424,Oz,-1.2937910053133896,20
46,1,correct/antonym,-200..0,baseline,20,262,F7,-1.954414934985062,20
47,1,correct/antonym,-200..0,baseline,20,262,F5,-0.3269617265771926,20
48,1,correct/antonym,-200..0,baseline,20,262,F3,0.8179071726417735,20
49,1,correct/antonym,-200..0,baseline,20,262,F1,-2.8381471775099683,20
50,1,correct/antonym,-200..0,baseline,20,262,Fz,2.62968219353241,20
