,epoch,condition,win,wname,item,rt,channel,mean,subj
0,0,correct/related,-200..0,baseline,16,390,F7,-5.268845917382489,8
1,0,correct/related,-200..0,baseline,16,390,F5,-5.71723307795116,8
2,0,correct/related,-200..0,baseline,16,390,F3,-6.665869747651517,8
3,0,correct/related,-200..0,baseline,16,390,F1,-5.842433610425123,8
4,0,correct/related,-200..0,baseline,16,390,Fz,-2.1746692325435806,8
5,0,correct/related,-200..0,baseline,16,390,F2,-1.9474318821002794,8
6,0,correct/related,-200..0,baseline,16,390,F4,-3.9164704224728384,8
7,0,correct/related,-200..0,baseline,16,390,F6,-1.5333448747075826,8
8,0,correct/related,-200..0,baseline,16,390,F8,-1.5395556450879488,8
9,0,correct/related,-200..0,baseline,16,390,FT7,-6.770762809695636,8
10,0,correct/related,-200..0,baseline,16,390,FC5,-7.6229528793285235,8
11,0,correct/related,-200..0,baseline,16,390,FC3,-12.152870057477989,8
12,0,correct/related,-200..0,baseline,16,390,FC1,-8.67667445343937,8
13,0,correct/related,-200..0,baseline,16,390,FCz,-6.870919145668849,8
14,0,correct/related,-200..0,baseline,16,390,FC2,-4.104077658768512,8
15,0,correct/related,-200..0,baseline,16,390,FC4,-4.6252421106461235,8
16,0,correct/related,-200..0,baseline,16,390,FC6,-4.5927058985,8
17,0,correct/related,-200..0,baseline,16,390,FT8,-4.051963500227591,8
18,0,correct/related,-200..0,baseline,16,390,T7,-5.532533584841055,8
19,0,correct/related,-200..0,baseline,16,390,C5,-7.880713093970945,8
20,0,correct/related,-200..0,baseline,16,390,C3,-13.683253845080387,8
21,0,correct/related,-200..0,baseline,16,390,C1,-10.263994190059899,8
22,0,correct/related,-200..0,baseline,16,390,Cz,-9.482952786761246,8
23,0,correct/related,-200..0,baseline,16,390,C2,-10.666106869930035,8
24,0,correct/related,-200..0,baseline,16,390,C4,-4.016368311548177,8
25,0,correct/related,-200..0,baseline,16,390,C6,-5.801538583336154,8
26,0,correct/related,-200..0,baseline,16,390,T8,-4.972098651073255,8
27,0,correct/related,-200..0,baseline,16,390,CP5,-6.1976469916455414,8
28,0,correct/related,-200..0,baseline,16,390,CP3,-9.831429431831506,8
29,0,correct/related,-200..0,baseline,16,390,CP1,-10.679495598456809,8
30,0,correct/related,-200..0,baseline,16,390,CPz,-8.606613019779935,8
31,0,correct/related,-200..0,baseline,16,390,CP2,-5.648355927806952,8
32,0,correct/related,-200..0,baseline,16,390,CP4,-7.9758214530709095,8
33,0,correct/related,-200..0,baseline,16,390,CP6,-11.916518700527476,8
34,0,correct/related,-200..0,baseline,16,390,P5,-3.1263014095683594,8
35,0,correct/related,-200..0,baseline,16,390,P3,-5.719502308684941,8
36,0,correct/related,-200..0,baseline,16,390,P1,-6.903485512271254,8
37,0,correct/related,-200..0,baseline,16,390,Pz,-8.889010836693616,8
38,0,correct/related,-200..0,baseline,16,390,P2,-8.208443276732451,8
39,0,correct/related,-200..0,baseline,16,390,P4,-9.725437210238763,8
40,0,correct/related,-200..0,baseline,16,390,P6,-11.256453502309975,8
41,0,correct/related,-200..0,baseline,16,390,P8,-7.865702459162321,8
42,0,correct/related,-200..0,baseline,16,390,PO3,-5.321236202385519,8
43,0,correct/related,-200..0,baseline,16,390,POz,-6.679091295806579,8
44,0,correct/related,-200..0,baseline,16,390,PO4,-9.172332991240442,8
45,0,correct/related,-200..0,baseline,16,390,Oz,-3.1652695541571876,8
46,1,correct/antonym,-200..0,baseline,20,476,F7,1.6498342015159544,8
47,1,correct/antonym,-200..0,baseline,20,476,F5,-0.6973658674178113,8
48,1,correct/antonym,-200..0,baseline,20,476,F3,-3.2227289958539362,8
49,1,correct/antonym,-200..0,baseline,20,476,F1,-4.619123099686499,8
50,1,correct/antonym,-200..0,baseline,20,476,Fz,-3.941070221027149,8
51,1,correct/antonym,-200..0,baseline,20,476,F2,-6.507597799763429,8
52,1,correct/antonym,-200..0,baseline,20,476,F4,-6.872973922086918,8
53,1,correct/antonym,-200..0,baseline,20,476,F6,-4.5265478304066,8
54,1,correct/antonym,-200..0,baseline,20,476,F8,-1.4937072968882887,8
55,1,correct/antonym,-200..0,baseline,20,476,FT7,-0.6184459285101742,8
56,1,correct/antonym,-200..0,baseline,20,476,FC5,-2.2234873667598376,8
57,1,correct/antonym,-200..0,baseline,20,476,FC3,-6.878178536621136,8
58,1,correct/antonym,-200..0,baseline,20,476,FC1,-7.650547364009007,8
59,1,correct/antonym,-200..0,baseline,20,476,FCz,-6.046488495748354,8
60,1,correct/antonym,-200..0,baseline,20,476,FC2,-6.625061120995311,8
61,1,correct/antonym,-200..0,baseline,20,476,FC4,-7.851942863358015,8
62,1,correct/antonym,-200..0,baseline,20,476,FC6,-4.330880736956967,8
63,1,correct/antonym,-200..0,baseline,20,476,FT8,-4.122408591767896,8
64,1,correct/antonym,-200..0,baseline,20,476,T7,1.779352884198032,8
65,1,correct/antonym,-200..0,baseline,20,476,C5,-1.7361350510939728,8
66,1,correct/antonym,-200..0,baseline,20,476,C3,-4.9546202210662456,8
67,1,correct/antonym,-200..0,baseline,20,476,C1,-5.994946828077699,8
68,1,correct/antonym,-200..0,baseline,20,476,Cz,-3.802413779577314,8
69,1,correct/antonym,-200..0,baseline,20,476,C2,-7.580555329831126,8
70,1,correct/antonym,-200..0,baseline,20,476,C4,-9.00989099645561,8
71,1,correct/antonym,-200..0,baseline,20,476,C6,-7.287370523077877,8
72,1,correct/antonym,-200..0,baseline,20,476,T8,-5.220433738097313,8
73,1,correct/antonym,-200..0,baseline,20,476,CP5,-4.842549149086217,8
74,1,correct/antonym,-200..0,baseline,20,476,CP3,-6.302006308684546,8
75,1,correct/antonym,-200..0,baseline,20,476,CP1,-6.108894904202661,8
76,1,correct/antonym,-200..0,baseline,20,476,CPz,-5.915060304691716,8
77,1,correct/antonym,-200..0,baseline,20,476,CP2,-6.161711252480183,8
78,1,correct/antonym,-200..0,baseline,20,476,CP4,-6.449391333360485,8
79,1,correct/antonym,-200..0,baseline,20,476,CP6,-6.8994423024784215,8
80,1,correct/antonym,-200..0,baseline,20,476,P5,-7.439577480368625,8
81,1,correct/antonym,-200..0,baseline,20,476,P3,-6.963909685810545,8
82,1,correct/antonym,-200..0,baseline,20,476,P1,-6.9954535374578235,8
83,1,correct/antonym,-200..0,baseline,20,476,Pz,-4.992781927557058,8
